,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
3374,when mankind beams a radio signal into space a reply comes from planet g in the form of several alien crafts that splash down in the waters off hawaii lieutenant alex hopper is a weapons officer assigned to the uss john paul jones part of an international naval coalition which becomes the worlds last hope for survival as they engage the hostile alien force of unimaginable strength while taking on the invaders hopper must also try to live up to the potential his brother and his fiances father admiral shane expect of him,battleship,5.5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3375,a young boy has lost his mother and is losing touch with his father and the world around him then he meets hesher who manages to make his life even more chaotic,hesher,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3376,a prospector sells his wife and daughter to another gold miner for the rights to a gold mine twenty years later the prospector is a wealthy man who owns much of the old west town named kingdom come but changes are brewing and his past is coming back to haunt him a surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the mans daughter,the claim,5.6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3377,molly mckay is a profoundly autistic twentysomething woman who has lived in an institution from a young age following her parents death in a car accident when the institution must close due budget cuts molly is left in the charge of her neurotypical older brother buck mckay an advertising executive and perennial bachelor buck allows her to undergo an experimental medical treatment with unexpectedly drastic results,molly,5.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3378,ip mans peaceful life in foshan changes after gong yutian seeks an heir for his family in southern china ip man then meets gong er who challenges him for the sake of regaining her familys honor after the second sinojapanese war ip man moves to hong kong and struggles to provide for his family in the mean time gong er chooses the path of vengeance after her father was killed by ma san,the grandmaster,6.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3379,when rango a lost family pet accidentally winds up in the gritty gunslinging town of dirt the lessthancourageous lizard suddenly finds he stands out welcomed as the last hope the town has been waiting for new sheriff rango is forced to play his new role to the hilt,rango,6.6,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3380,for centuries a small but powerful force of warriors called the green lantern corps has sworn to keep intergalactic order each green lantern wears a ring that grants him superpowers but when a new enemy called parallax threatens to destroy the balance of power in the universe their fate and the fate of earth lie in the hands of the first human ever recruited,green lantern,5.1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3381,the earth is attacked by unknown forces as people everywhere watch the worlds great cities fall los angeles becomes the last stand for mankind in a battle no one expected its up to a marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any theyve ever encountered before,battle los angeles,5.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,about existence from the perspective of 20 nameless black females each of the women portray one of the characters represented in the collection of twenty poems revealing different issues that impact women in general and women of color in particular,for colored girls,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3383,a suburban family is torn apart when fourteenyearold annie meets her first boyfriend online after months of communicating via online chat and phone annie discovers her friend is not who he originally claimed to be shocked into disbelief her parents are shattered by their daughters actions and struggle to support her as she comes to terms with what has happened to her once innocent life,trust,6.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3384,breaking upwards explores a young reallife new york couple who four years in and battling codependency decide to intricately strategize their own break up based on an actual experiment devised by directoractor daryl wein and actress zoe listerjones the film loosely interprets a year in their lives exploring alternatives to monogamy and the madness that ensues an uncensored look at young love lust and the pangs of codependency breaking upwards follows its characters as they navigate each others emotions across the city they love it begs the question is it ever possible to grow apart together,breaking upwards,5.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3385,arising out of the horror of the spanish civil war a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep dark and devastating connection to the saints lifewhile researching the life of josemaria escriva the controversial founder of opus dei the young journalist robert uncovers hidden stories of his estranged father manolo and is taken on a journey through the dark terrible secrets of his familys past,there be dragons,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3386,after his wife falls under the influence of a drug dealer an everyday guy transforms himself into crimson bolt a superhero with the best intentions though he lacks for heroic skills,super,6.6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3388,a struggling young musician and devoted fan of ricky nelson wants to be just like his idol and become a rock star,johnny suede,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3389,the story is set in 1962 louisiana the big batiste family is headed by charming doctor louis though he is married to beautiful roz he has a weakness for attractive women patients one day louis is flirting with married and sexy metty mereaux not knowing that he is observed by his youngest idealistic daughter eve who is there by accident eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister cisely lies start to roll,eves bayou,6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3391,the hangover crew heads to thailand for stus wedding after the disaster of a bachelor party in las vegas last year stu is playing it safe with a mellow prewedding brunch however nothing goes as planned and bangkok is the perfect setting for another adventure with the rowdy group,the hangover part ii,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,the kings speech tells the story of the man who became king george vi the father of queen elizabeth ii after his brother abdicates george bertie reluctantly assumes the throne plagued by a dreaded stutter and considered unfit to be king bertie engages the help of an unorthodox speech therapist named lionel logue through a set of unexpected techniques and as a result of an unlikely friendship bertie is able to find his voice and boldly lead the country into war,the kings speech,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3393,soon after the rising young singersongwriter beau williams gets involved with a fallen emotionally unstable country star kelly canter the pair embark on a career resurrection tour helmed by her husbandmanager james and featuring a beauty queenturnedsinger chiles stanton between concerts romantic entanglements and old demons threaten to derail them all,country strong,5.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3394,the fighter is a drama about boxer irish micky wards unlikely road to the world light welterweight title his rockylike rise was shepherded by halfbrother dicky a boxerturnedtrainer who rebounded in life after nearly being kod by drugs and crime,the fighter,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3395,based on a true story a hot shot washington dc lobbyist and his protg go down hard as their schemes to peddle influence lead to corruption and murder,casino jack,6.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3396,three thieves try to steal a valuable jade that is tightly guarded by a security chief but the security guards are not the only obstacle these thieves are facing an extremely unlucky internationally known master thief is also trying to get a hand on this piece of precious jade what would be the final destination of this piece of crazy stone,crazy stone,6.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,the true story of sam childers a former drugdealing biker who finds god and became a crusader for hundreds of sudanese children whove been kidnapped and pressed into duty as soldiers,machine gun preacher,6.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3398,decorated soldier captain colter stevens wakes up in the body of an unknown man discovering hes involved in a mission to find the bomber of a chicago commuter train he learns hes part of a topsecret experimental program that enables him to experience the final 8 minutes of another persons life colter relives the train incident over and over again gathering more clues each time but can he discover who is responsible for the attack before the next one happens,source code,7.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3399,in the california desert the adventures of a telepathic killertire mysteriously attracted by a very pretty girl as witnessed by incredulous onlookers,rubber,5.7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3400,after moving into a new neighbourhood brothers dane amp lucas and their neighbour julie discover a bottomless hole in the basement of their home they find that once the hole is exposed evil is unleashed with strange shadows lurking around every corner and nightmares coming to life they are forced to come face to face with their darkest fears to put an end to the mystery of the hole,the hole,5.6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3401,when an alcoholic relapses causing him to lose his wife and his job he holds a yard sale on his front lawn in an attempt to start over a new neighbor might be the key to his return to form,everything must go,6.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
